# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Oct 09 15:54:19 BST 2024 [seed=1728485658784]
# -threads 4 H1avN2_HA_srd06_ur_cs_50m.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.nu	CP3.nu	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
200000	-8200.879221309977	-2061.0331992934434	-6139.8460220165325	3.5209292167610515	2019.473515227679	59.22592691152943	6.458223816909337	10.379282260301162	6.5357158982398404	0.35623640649249755	0.19501636649980605	0.19797808406430342	0.2507691429433926	0.43557853944332026	0.1170260238585213	0.7800832308917394	0.21991676910826086	1.170124846337609	0.6597503073247826	0.005481033612993084	0.003920177809677156	0.005114980016561107	0.7330850323582695	-0.014833472647234454	-6139.8460220165325	-1657.6121102623383	-401.1403895507391
220000	-8207.870759663545	-2102.4185347127823	-6105.452224950763	4.104120635213164	2018.8903238092269	70.60929502393945	8.018871539839264	8.632890941307428	11.567992879247006	0.3644359713061727	0.178358842377378	0.18913705799881644	0.2680681283176323	0.3331570848453913	0.14460589130950782	0.7466531235655485	0.25334687643445186	1.1199796853483228	0.7600406293033556	0.004753672409547756	0.003293192535580403	0.004567112675196968	0.6555502418245867	-0.050611525533682845	-6105.452224950763	-1657.6121102623383	-441.9443970466459
240000	-8168.173869512756	-2121.932966013659	-6046.240903499097	4.084146141307079	2018.910298303133	74.48591539451891	8.519473195210832	10.249613558912264	9.014134663876247	0.37045212929389454	0.18573597472066627	0.19705811166605347	0.2467537843193853	0.45326072174027765	0.030824880212976333	0.7708608201072106	0.2291391798927894	1.156291230160816	0.6874175396783682	0.004360708433057622	0.0031654229837845458	0.003921476631329	0.7639203672313774	0.14268318541825256	-6046.240903499097	-1657.6121102623383	-461.6194156720495
260000	-8121.279747603685	-2127.6165802281807	-5993.663167375504	4.602246992026194	2018.3921974524137	79.09591633591766	8.87493682943634	10.132100968779007	14.115882865392171	0.34223764621279096	0.18505697852684969	0.21119301166948512	0.261512363590874	0.3638624747179431	0.034030767975873226	0.7493361017695143	0.2506638982304862	1.1240041526542714	0.7519916946914585	0.0037523401078456654	0.003165989956472491	0.0035949923376010777	0.807960667469249	0.01211168245395922	-5993.663167375504	-1657.6121102623383	-466.7320052675867
280000	-8120.667227355401	-2145.533576890099	-5975.133650465303	4.568145543913796	2018.4262989005263	81.87098627048462	8.595051031126966	11.633115659804302	18.234760805160395	0.3496488205763229	0.18693789452838536	0.20796621465827667	0.25544707023701485	0.5575104770028315	0.1526161168670149	0.7744101896157825	0.22558981038421733	1.1616152844236738	0.676769431152652	0.0032900743413469594	0.002221766486481108	0.0035203893801539405	0.6228301423687446	0.05166722182062333	-5975.133650465303	-1657.6121102623383	-483.3623108601881
300000	-8136.179481479101	-2137.8726208204394	-5998.306860658662	4.6431270353344605	2018.3513174091056	82.1015843190441	10.593970648396008	7.559103283486807	14.557014155136686	0.36714219242393725	0.18144294107359454	0.21518077531164953	0.2362340911908184	0.49175606913869646	0.23027947886448502	0.7381442308128636	0.2618557691871367	1.1072163462192954	0.7855673075614101	0.0032121083940187607	0.0022721518481832264	0.0032294967691751074	0.6144907875584094	0.008647121438618476	-5998.306860658662	-1657.6121102623383	-476.743498272196
320000	-8075.031739646038	-2141.9498000579338	-5933.0819395881035	4.032947210394082	2018.961497234046	81.6678306276703	8.44561172556731	11.425452240603596	8.0116180880174	0.3523660609045385	0.1811815535050181	0.20133842173606056	0.2651139638543826	0.6440497078779831	0.14065880772906236	0.7738900543539746	0.22610994564602488	1.160835081530962	0.6783298369380746	0.0032574615918382916	0.002843877510402704	0.003139073666529292	0.7649310491920545	0.11925478735374609	-5933.0819395881035	-1657.6121102623383	-481.29460643263894
340000	-8064.565883201466	-2135.2932246169566	-5929.272658584509	4.1736293510038065	2018.820815093436	82.06790250537827	9.734031956703726	9.700475179060213	7.5039922970600035	0.33834258131287925	0.18733187410089575	0.22580261209114386	0.2485229324950808	0.6793187073411039	0.09583944937660077	0.7456442921044211	0.2543557078955783	1.1184664381566316	0.763067123686735	0.003182310434551934	0.0024520933572159537	0.003277244381638477	0.7713447908328637	0.009511591159921203	-5929.272658584509	-1657.6121102623383	-474.9501703570667
360000	-8065.465094089479	-2114.252075670762	-5951.213018418716	3.737459991237748	2019.2569844532022	72.57178953385488	8.863919249898686	12.227974500119638	11.734578270753756	0.3468887591231721	0.19028698417525053	0.21730319917000285	0.24552105753157422	0.4634707160486995	0.19997274068576593	0.7548973726873337	0.2451026273126659	1.1323460590310006	0.7353078819379977	0.0036777628675333757	0.002864503045647781	0.0034611315771821897	0.6596805493951122	-0.05549315654218229	-5951.213018418716	-1657.6121102623383	-452.8464093330987
380000	-8051.052802364778	-2112.810541966449	-5938.242260398329	4.858554199628728	2018.1358902448112	74.39598415325287	8.592173767886997	10.425945667324036	12.427024043930453	0.3648810218405015	0.19563717108306003	0.2008804840773025	0.2386013229991356	0.6053077534369974	0.251008124839901	0.7166152058696622	0.28338479413033785	1.0749228088044933	0.8501543823910136	0.003799726627274867	0.0021249909338399266	0.0036720801050621125	0.5557500205063572	0.02148162650850752	-5938.242260398329	-1657.6121102623383	-451.2254806116675
400000	-8042.598562272022	-2106.464958962841	-5936.13360330918	3.924838788962735	2019.0696056554773	70.53970106802637	8.728863348502966	13.41327241292129	10.237598286964737	0.3623964383630109	0.19256486453878174	0.20981331244939685	0.23522538464880993	0.7141550665453844	0.05572300068906836	0.75628545410958	0.24371454589042021	1.13442818116437	0.7311436376712607	0.003639288721863839	0.0013628458327656205	0.0038245724519232207	0.3818379357904944	0.027482920486927447	-5936.13360330918	-1657.6121102623383	-444.9414868426658
